1.11891612e-04,9.99888062e-01
3.13576125e-03,9.96864259e-01
2.11093888e-01,7.88906097e-01
7.22715771e-03,9.92772877e-01
2.06653276e-04,9.99793351e-01
4.44714993e-01,5.55285037e-01
1.72615382e-05,9.99982715e-01
1.00938596e-04,9.99899030e-01
9.12173018e-02,9.08782721e-01
7.26459393e-06,9.99992728e-01
8.36258405e-05,9.99916315e-01
1.28127923e-02,9.87187266e-01
1.69583454e-05,9.99983072e-01
9.95714962e-01,4.28501097e-03
4.22453851e-01,5.77546120e-01
5.69075299e-03,9.94309187e-01
9.95019794e-01,4.98018553e-03
8.59998986e-02,9.14000094e-01
1.49629032e-02,9.85037029e-01
4.57034400e-03,9.95429635e-01
5.58547676e-02,9.44145262e-01
1.47183150e-01,8.52816880e-01
1.70436033e-04,9.99829531e-01
2.13714316e-03,9.97862875e-01
1.06361486e-01,8.93638492e-01
2.61428151e-02,9.73857164e-01
1.98171988e-01,8.01827967e-01
3.09401134e-04,9.99690652e-01
8.26901048e-02,9.17309880e-01
4.80680726e-03,9.95193243e-01
5.49230315e-02,9.45076942e-01
3.08724672e-01,6.91275299e-01
1.49062753e-01,8.50937307e-01
8.72272358e-05,9.99912739e-01
9.38073281e-05,9.99906182e-01
2.15416402e-01,7.84583628e-01
1.15672141e-01,8.84327888e-01
3.48167814e-04,9.99651790e-01
7.72241428e-02,9.22775805e-01
2.32488006e-01,7.67511964e-01
7.81662688e-02,9.21833754e-01
1.18008838e-05,9.99988198e-01
5.93067743e-02,9.40693200e-01
9.80186105e-01,1.98139288e-02
1.72369448e-06,9.99998331e-01
2.65368931e-02,9.73463118e-01
1.27921385e-06,9.99998689e-01
5.73614473e-03,9.94263828e-01
1.01892092e-05,9.99989867e-01
6.16794705e-01,3.83205295e-01
4.00924328e-04,9.99599040e-01
3.55558113e-05,9.99964476e-01
6.59110919e-02,9.34088945e-01
3.91854110e-06,9.99996066e-01
5.53702610e-03,9.94462907e-01
2.27375902e-04,9.99772608e-01
2.68386747e-03,9.97316182e-01
2.70197052e-05,9.99972939e-01
4.34862974e-04,9.99565184e-01
1.45223690e-02,9.85477567e-01
1.34393899e-02,9.86560583e-01
9.76504564e-01,2.34953966e-02
5.46600938e-01,4.53399092e-01
7.40186719e-04,9.99259770e-01
1.92303024e-02,9.80769753e-01
6.05339464e-03,9.93946612e-01
4.23099706e-03,9.95769024e-01
2.40105965e-06,9.99997616e-01
2.13873550e-01,7.86126494e-01
1.03684561e-03,9.98963118e-01
8.16024467e-02,9.18397486e-01
2.37263204e-03,9.97627437e-01
5.38296513e-02,9.46170330e-01
1.82675615e-01,8.17324400e-01
2.37148051e-05,9.99976277e-01
2.58901536e-01,7.41098404e-01
9.98099387e-01,1.90064334e-03
2.42269523e-02,9.75773096e-01
5.05746924e-04,9.99494195e-01
5.40862838e-03,9.94591296e-01
5.52699086e-04,9.99447286e-01
3.05760764e-02,9.69423890e-01
3.29064904e-04,9.99670982e-01
6.84616447e-04,9.99315381e-01
9.98856664e-01,1.14337227e-03
1.52959977e-03,9.98470366e-01
5.37367277e-02,9.46263313e-01
1.31249882e-03,9.98687446e-01
3.99927646e-02,9.60007191e-01
3.35445106e-01,6.64554954e-01
4.25148942e-03,9.95748580e-01
2.91242846e-04,9.99708712e-01
2.00277846e-03,9.97997224e-01
7.18169510e-01,2.81830430e-01
2.17757866e-01,7.82242119e-01
1.02318555e-01,8.97681475e-01
3.18138955e-05,9.99968171e-01
3.59914242e-03,9.96400833e-01
3.67007044e-04,9.99632955e-01
7.22389281e-01,2.77610749e-01
1.73296835e-02,9.82670248e-01
2.74911639e-04,9.99725044e-01
3.35486693e-04,9.99664545e-01
1.90365594e-04,9.99809682e-01
4.25983657e-04,9.99574006e-01
8.47436666e-01,1.52563304e-01
5.85255958e-02,9.41474378e-01
1.32309925e-03,9.98676836e-01
7.80288610e-06,9.99992251e-01
8.75762627e-02,9.12423790e-01
2.51928240e-01,7.48071730e-01
6.67467073e-04,9.99332488e-01
3.55060375e-03,9.96449351e-01
1.97207499e-02,9.80279207e-01
5.62857313e-05,9.99943733e-01
5.30916825e-03,9.94690835e-01
4.89361025e-02,9.51063871e-01
7.59467930e-02,9.24053252e-01
1.41894689e-03,9.98581052e-01
8.75134468e-02,9.12486494e-01
4.33487166e-03,9.95665133e-01
2.46821408e-04,9.99753177e-01
1.83556333e-01,8.16443622e-01
1.46585014e-02,9.85341489e-01
2.55831089e-02,9.74416912e-01
3.95891339e-01,6.04108632e-01
2.54852466e-06,9.99997497e-01
9.11934197e-01,8.80658180e-02
3.33309174e-02,9.66669023e-01
9.33361173e-01,6.66387603e-02
3.45553868e-02,9.65444565e-01
5.50139789e-03,9.94498670e-01
5.60738206e-01,4.39261824e-01
5.63873872e-02,9.43612635e-01
8.78250343e-04,9.99121726e-01
4.92381910e-03,9.95076239e-01
7.42069855e-02,9.25793052e-01
3.16782243e-04,9.99683261e-01
5.60506596e-04,9.99439418e-01
4.65355288e-06,9.99995351e-01
1.32843647e-02,9.86715615e-01
2.25827694e-02,9.77417231e-01
1.24902003e-01,8.75097990e-01
4.24092030e-03,9.95759070e-01
2.18453049e-03,9.97815490e-01
2.98321876e-03,9.97016788e-01
6.53691515e-02,9.34630811e-01
9.99772572e-04,9.99000251e-01
2.67342571e-03,9.97326612e-01
6.27209365e-01,3.72790575e-01
7.40932347e-03,9.92590666e-01
1.39716694e-05,9.99986053e-01
1.14205887e-03,9.98857975e-01
7.24904656e-01,2.75095373e-01
3.87751788e-04,9.99612272e-01
3.98524484e-04,9.99601543e-01
6.50399685e-01,3.49600345e-01
3.38528007e-02,9.66147244e-01
2.80439817e-05,9.99971986e-01
1.21026505e-05,9.99987841e-01
1.36233124e-04,9.99863744e-01
6.47774106e-03,9.93522227e-01
4.69154929e-06,9.99995351e-01
1.45230172e-02,9.85477030e-01
7.58316950e-04,9.99241710e-01
2.50507821e-03,9.97494936e-01
3.09286034e-03,9.96907175e-01
3.65556359e-01,6.34443641e-01
1.06047459e-01,8.93952489e-01
1.23018981e-04,9.99876976e-01
3.18433754e-02,9.68156695e-01
2.27296595e-02,9.77270305e-01
