1.32054621e-02,9.86794531e-01
1.32035492e-02,9.86796498e-01
2.01296061e-02,9.79870439e-01
1.33305350e-02,9.86669540e-01
1.33460024e-02,9.86653984e-01
2.37059966e-02,9.76293981e-01
1.32219763e-02,9.86778021e-01
1.71054095e-01,8.28945935e-01
6.22842498e-02,9.37715709e-01
1.32053187e-02,9.86794651e-01
1.32245515e-02,9.86775458e-01
1.31982313e-02,9.86801744e-01
1.40904030e-02,9.85909641e-01
1.35669485e-02,9.86433089e-01
1.81015581e-02,9.81898487e-01
1.32143451e-02,9.86785710e-01
2.76475519e-01,7.23524511e-01
7.26933852e-02,9.27306533e-01
5.41974723e-01,4.58025277e-01
1.31970150e-02,9.86802995e-01
1.32368160e-02,9.86763179e-01
6.38170466e-02,9.36182916e-01
1.33891702e-02,9.86610770e-01
1.45575078e-02,9.85442519e-01
1.65451258e-01,8.34548712e-01
1.39761399e-02,9.86023903e-01
1.44682908e-02,9.85531688e-01
1.33104427e-02,9.86689568e-01
1.23099707e-01,8.76900315e-01
1.31828701e-02,9.86817181e-01
2.41935253e-02,9.75806475e-01
6.66780651e-01,3.33219320e-01
1.34615619e-02,9.86538410e-01
1.32234553e-02,9.86776531e-01
1.32223126e-02,9.86777663e-01
1.51193691e-02,9.84880567e-01
9.40570414e-01,5.94295748e-02
1.36031266e-02,9.86396849e-01
1.31875295e-02,9.86812532e-01
1.35867242e-02,9.86413240e-01
1.55464485e-02,9.84453499e-01
1.31894900e-02,9.86810565e-01
4.09055829e-01,5.90944231e-01
1.78684205e-01,8.21315765e-01
1.33524220e-02,9.86647606e-01
1.34655396e-02,9.86534476e-01
1.32005727e-02,9.86799419e-01
1.32830031e-02,9.86716986e-01
1.32321967e-02,9.86767828e-01
1.58829875e-02,9.84117091e-01
1.31859044e-02,9.86814141e-01
1.32926498e-02,9.86707330e-01
1.10875472e-01,8.89124513e-01
1.32203652e-02,9.86779690e-01
5.45583367e-01,4.54416692e-01
1.34827551e-02,9.86517310e-01
1.60002038e-02,9.83999789e-01
1.36328666e-02,9.86367166e-01
1.33693684e-02,9.86630619e-01
1.32506434e-02,9.86749351e-01
1.32204331e-02,9.86779571e-01
2.60485373e-02,9.73951459e-01
9.90911871e-02,9.00908828e-01
1.31864678e-02,9.86813545e-01
1.32551510e-02,9.86744821e-01
1.31804943e-02,9.86819506e-01
2.22658738e-02,9.77734149e-01
1.32133365e-02,9.86786604e-01
1.13003723e-01,8.86996329e-01
1.32185724e-02,9.86781418e-01
1.32757984e-02,9.86724198e-01
3.81228834e-01,6.18771195e-01
1.33437058e-02,9.86656308e-01
2.06970684e-02,9.79302943e-01
1.31923519e-02,9.86807644e-01
1.36772050e-02,9.86322761e-01
8.86528850e-01,1.13471135e-01
1.32013243e-02,9.86798704e-01
1.31970150e-02,9.86802995e-01
1.31970150e-02,9.86802995e-01
1.32400058e-02,9.86760020e-01
1.01460442e-01,8.98539543e-01
1.32087562e-02,9.86791253e-01
1.32056726e-02,9.86794293e-01
7.97868848e-01,2.02131107e-01
1.79354344e-02,9.82064545e-01
1.49070788e-02,9.85092938e-01
1.34344222e-02,9.86565530e-01
7.37762228e-02,9.26223814e-01
5.59414849e-02,9.44058597e-01
1.32006174e-02,9.86799419e-01
1.39743648e-02,9.86025631e-01
1.35487728e-02,9.86451268e-01
3.95766497e-01,6.04233503e-01
1.32899862e-02,9.86710012e-01
1.41853103e-02,9.85814750e-01
1.31890541e-02,9.86810863e-01
7.44169876e-02,9.25583005e-01
1.32637490e-02,9.86736238e-01
2.68378928e-02,9.73162115e-01
1.35704586e-02,9.86429572e-01
1.32397804e-02,9.86760139e-01
1.32334093e-02,9.86766577e-01
1.33089330e-02,9.86691117e-01
1.31920101e-02,9.86808002e-01
5.63130260e-01,4.36869740e-01
2.19185781e-02,9.78081405e-01
1.93974860e-02,9.80602503e-01
1.32257296e-02,9.86774325e-01
1.85136721e-02,9.81486380e-01
1.32159844e-01,8.67840171e-01
1.45913120e-02,9.85408723e-01
1.32692913e-02,9.86730695e-01
2.62408108e-02,9.73759174e-01
1.31970150e-02,9.86802995e-01
1.38767259e-02,9.86123323e-01
1.36154555e-02,9.86384571e-01
1.35554653e-02,9.86444533e-01
1.31970150e-02,9.86802995e-01
1.88466962e-02,9.81153369e-01
1.33920554e-02,9.86607909e-01
2.26574287e-01,7.73425758e-01
2.05005065e-01,7.94994950e-01
1.32090533e-02,9.86790895e-01
1.32356705e-02,9.86764312e-01
5.00350296e-02,9.49965000e-01
1.31924562e-02,9.86807525e-01
6.21256530e-01,3.78743440e-01
1.41429361e-02,9.85857010e-01
1.41620375e-02,9.85837996e-01
1.32364919e-02,9.86763537e-01
1.40427360e-02,9.85957265e-01
5.75000048e-01,4.24999893e-01
1.31974425e-02,9.86802518e-01
1.31970150e-02,9.86802995e-01
2.02195346e-02,9.79780495e-01
6.52030051e-01,3.47969949e-01
1.31970150e-02,9.86802995e-01
1.32008214e-02,9.86799181e-01
9.74013448e-01,2.59865727e-02
1.32136177e-02,9.86786425e-01
